<<<<<<< HEAD
W 261
R 312
R 215
W 339
R 254
W 236
R 396
W 155
R 474
R 291
W 139
W 340
W 60
W 317
W 131
R 133
R 57
R 121
W 182
W 103
R 435
W 41
W 429
R 2989
W 125
W 107
R 477
R 57
R 106
W 332
W 295
W 256
W 230
W 229
R 148
W 242
R 247
R 59
W 186
R 101
W 448
R 70
R 105
W 167
W 371
R 404
W 46
R 58
R 358
R 332
R 436
R 104
R 82
W 95
W 189
R 489
R 250
R 6
W 109
W 221
W 176
R 268
W 2105
W 418
W 140
R 418
R 1996
R 121
R 205
W 285
W 110
R 185
R 376
W 492
W 201
W 77
R 174
R 240
W 3983
R 465
W 167
R 80
R 456
W 82
R 201
W 59
W 440
R 4800
W 145
R 83
W 40
R 192
W 455
W 138
W 309
R 1662
W 413
W 410
R 479
W 120
R 26
W 2105
W 245
W 471
W 479
R 471
R 376
R 164
W 132
W 2410
R 113
W 464
R 190
W 452
R 480
W 181
W 260
W 215
W 142
R 390
R 42
W 490
R 278
W 213
R 434
W 1953
W 81
W 231
W 19
R 70
R 210
R 112
R 85
R 23
R 397
W 389
R 472
R 22
R 2408
R 57
W 436
W 306
R 132
R 160
W 489
W 100
R 174
R 2675
R 320
R 398
R 4
W 2476
W 10
W 235
W 365
W 186
W 3
W 249
R 3451
R 333
W 465
W 409
R 129
R 3359
R 325
W 74
R 198
W 22
R 68
W 245
R 166
R 210
R 240
W 388
W 463
R 158
R 220
W 27
R 404
R 225
R 38
W 49
R 32
W 2053
W 494
W 220
W 270
R 2851
W 359
R 246
R 49
R 31
R 156
R 350
W 176
W 107
R 422
W 171
R 23
R 251
R 452
W 89
R 428
W 356
R 114
R 17
W 372
R 103
R 384
R 473
W 446
R 193
W 265
W 45
W 438
W 439
W 268
W 48
W 481
W 426
R 482
W 50
W 161
W 471
W 182
W 118
R 91
R 22
W 84
R 3150
R 325
R 60
R 297
W 112
R 213
R 66
W 40
R 2361
R 426
W 177
W 383
W 45
R 153
W 28
W 363
W 300
R 280
R 422
W 422
W 114
W 424
W 187
W 452
R 382
R 300
W 389
W 118
W 80
R 148
R 110
R 4414
R 439
R 247
R 485
R 63
W 748
W 108
R 182
W 183
W 243
R 334
W 43
W 416
R 310
W 48
R 345
W 355
W 208
W 476
R 432
W 191
R 177
R 430
W 254
W 180
R 211
W 238
W 378
W 211
W 90
R 273
W 378
R 345
R 420
W 441
R 1823
W 314
W 23
W 484
R 27
R 101
R 38
W 235
R 256
R 115
R 360
R 485
W 48
W 258
R 239
R 275
W 57
W 262
W 174
>>>>>>> fd41a09f070679f5ae19edf0c4d6b09179d6e737
